LOCATION;WEEK;NEW_CASES_PER_MILLION;NEW_DEATHS_PER_MILLION;ICU_PATIENTS_PER_MILLION;HOSP_PATIENTS_PER_MILLION;NEW_TESTS_PER_THOUSAND;TOTAL_VACCINATIONS_PER_HUNDRED;PEOPLE_VACCINATED_PER_HUNDRED;PEOPLE_FULLY_VACCINATED_PER_HUNDRED;MEDIAN_AGE;AGED_70_OLDER;AGED_65_OLDER;GDP_PER_CAPITA;EXTREME_POVERTY;CARDIOVASC_DEATH_RATE
Luxembourg;2021-17;288;1;57;176;13;27;19;7;40;10;14;94278;0,2;128
Luxembourg;2021-18;273;1;56;146;12;29;21;8;40;10;14;94278;0,2;128
Luxembourg;2021-19;216;1;51;143;12;34;25;9;40;10;14;94278;0,2;128
Luxembourg;2021-20;175;1;47;120;11;41;29;11;40;10;14;94278;0,2;128
Netherlands;2021-1;492;4;41;116;;;;;43;12;19;48473;;109
Netherlands;2021-2;443;6;41;119;;;;;43;12;19;48473;;109
Netherlands;2021-3;344;6;41;107;;0;0;;43;12;19;48473;;109
Netherlands;2021-4;313;5;40;99;;0;0;;43;12;19;48473;;109
Netherlands;2021-5;260;4;38;96;;1;1;;43;12;19;48473;;109
Netherlands;2021-6;228;3;35;91;;2;2;0;43;12;19;48473;;109
Netherlands;2021-7;203;4;31;83;;3;3;0;43;12;19;48473;;109
Netherlands;2021-8;221;3;31;81;;5;4;1;43;12;19;48473;;109
Netherlands;2021-9;270;3;31;78;;6;5;1;43;12;19;48473;;109
Netherlands;2021-10;265;2;31;80;;8;7;2;43;12;19;48473;;109
Netherlands;2021-11;302;2;33;79;;10;8;2;43;12;19;48473;;109
Netherlands;2021-12;371;2;33;84;;12;9;3;43;12;19;48473;;109
Netherlands;2021-13;437;2;37;91;;13;9;3;43;12;19;48473;;109
Netherlands;2021-14;442;1;40;96;;14;11;4;43;12;19;48473;;109
Netherlands;2021-15;409;1;45;99;;17;13;5;43;12;19;48473;;109
Netherlands;2021-16;449;1;46;100;;21;16;5;43;12;19;48473;;109
Netherlands;2021-17;486;1;48;103;;26;20;6;43;12;19;48473;;109
Netherlands;2021-18;422;1;48;105;;29;23;7;43;12;19;48473;;109
Netherlands;2021-19;430;1;47;102;;33;26;7;43;12;19;48473;;109
Netherlands;2021-20;337;1;43;94;9;38;29;9;43;12;19;48473;;109
Norway;2021-1;64;0;;23;2;0;0;;40;11;17;64800;0,2;114
Norway;2021-2;123;1;;24;5;0;0;;40;11;17;64800;0,2;114
Norway;2021-3;93;1;;28;4;1;1;0;40;11;17;64800;0,2;114
Norway;2021-4;62;1;;25;3;1;1;0;40;11;17;64800;0,2;114
Norway;2021-5;52;1;;21;3;2;2;0;40;11;17;64800;0,2;114
Norway;2021-6;49;0;;17;3;3;3;1;40;11;17;64800;0,2;114
Norway;2021-7;46;0;;16;3;5;4;1;40;11;17;64800;0,2;114
Norway;2021-8;51;0;;14;3;7;5;2;40;11;17;64800;0,2;114
Norway;2021-9;66;0;;17;3;8;6;2;40;11;17;64800;0,2;114
Norway;2021-10;98;0;;20;4;10;7;4;40;11;17;64800;0,2;114
Norway;2021-11;138;0;;29;5;12;8;4;40;11;17;64800;0,2;114
Norway;2021-12;173;0;;41;5;14;9;5;40;11;17;64800;0,2;114
Norway;2021-13;161;0;;48;5;16;10;5;40;11;17;64800;0,2;114
Norway;2021-14;148;0;;53;3;18;12;5;40;11;17;64800;0,2;114
Norway;2021-15;128;0;;54;4;20;15;6;40;11;17;64800;0,2;114
Norway;2021-16;110;1;;47;3;24;18;6;40;11;17;64800;0,2;114
Norway;2021-17;86;1;;38;3;27;21;6;40;11;17;64800;0,2;114
Norway;2021-18;76;1;;35;3;30;24;6;40;11;17;64800;0,2;114
Norway;2021-19;76;0;;23;3;34;27;8;40;11;17;64800;0,2;114
Norway;2021-20;77;0;;21;3;38;28;10;40;11;17;64800;0,2;114
Poland;2021-1;237;7;;441;1;0;0;;42;10;17;27216;;227
Poland;2021-2;240;7;;449;1;0;0;;42;10;17;27216;;227
Poland;2021-3;201;8;;433;2;1;1;;42;10;17;27216;;227
Poland;2021-4;156;8;;401;1;2;1;0;42;10;17;27216;;227
Poland;2021-5;143;7;;373;1;3;2;0;42;10;17;27216;;227
Poland;2021-6;139;7;;348;1;4;3;1;42;10;17;27216;;227
Poland;2021-7;144;6;;328;1;5;4;1;42;10;17;27216;;227
Poland;2021-8;182;5;;323;1;6;4;2;42;10;17;27216;;227
Poland;2021-9;246;6;;353;1;8;5;3;42;10;17;27216;;227
Poland;2021-10;319;6;;419;1;10;6;3;42;10;17;27216;;227
Poland;2021-11;408;7;;483;2;11;7;4;42;10;17;27216;;227
Poland;2021-12;556;8;;567;2;13;8;4;42;10;17;27216;;227
Poland;2021-13;698;10;;696;2;14;9;5;42;10;17;27216;;227
Poland;2021-14;732;11;;821;2;17;11;5;42;10;17;27216;;227
Poland;2021-15;518;13;;892;2;19;13;6;42;10;17;27216;;227
Poland;2021-16;464;14;;884;2;21;15;6;42;10;17;27216;;227
Poland;2021-17;286;13;;802;2;25;19;6;42;10;17;27216;;227
Poland;2021-18;177;10;;670;2;29;22;7;42;10;17;27216;;227
Poland;2021-19;115;7;;522;1;34;26;9;42;10;17;27216;;227
Poland;2021-20;86;7;;381;1;39;29;11;42;10;17;27216;;227
Portugal;2021-1;500;7;48;278;2;0;0;;46;15;22;27937;0,5;128
Portugal;2021-2;733;9;51;324;5;1;1;;46;15;22;27937;0,5;128
Portugal;2021-3;886;14;59;415;5;1;1;;46;15;22;27937;0,5;128
Portugal;2021-4;1192;21;67;535;6;2;2;0;46;15;22;27937;0,5;128
Portugal;2021-5;1213;28;77;635;6;3;2;0;46;15;22;27937;0,5;128
Portugal;2021-6;713;25;86;646;4;4;3;1;46;15;22;27937;0,5;128
Portugal;2021-7;311;17;83;562;3;4;3;1;46;15;22;27937;0,5;128
Portugal;2021-8;172;10;71;406;3;6;4;2;46;15;22;27937;0,5;128
Portugal;2021-9;105;5;56;274;3;8;5;3;46;15;22;27937;0,5;128
Portugal;2021-10;78;3;41;180;2;9;7;3;46;15;22;27937;0,5;128
Portugal;2021-11;60;2;29;118;2;11;8;3;46;15;22;27937;0,5;128
Portugal;2021-12;47;1;20;86;4;13;9;4;46;15;22;27937;0,5;128
Portugal;2021-13;41;1;15;70;3;15;10;5;46;15;22;27937;0,5;128
Portugal;2021-14;43;1;13;55;2;17;12;5;46;15;22;27937;0,5;128
Portugal;2021-15;53;0;12;49;5;20;14;6;46;15;22;27937;0,5;128
Portugal;2021-16;51;0;11;44;4;23;17;6;46;15;22;27937;0,5;128
Portugal;2021-17;48;0;10;40;7;27;20;7;46;15;22;27937;0,5;128
Portugal;2021-18;42;0;9;33;5;31;23;8;46;15;22;27937;0,5;128
Portugal;2021-19;32;0;8;29;4;36;26;10;46;15;22;27937;0,5;128
Portugal;2021-20;36;0;7;25;4;41;30;11;46;15;22;27937;0,5;128
Romania;2021-1;133;4;58;;0;0;0;;43;12;18;23313;5,7;371
Romania;2021-2;229;5;57;;1;0;0;;43;12;18;23313;5,7;371
Romania;2021-3;173;4;56;;1;1;1;;43;12;18;23313;5,7;371
Romania;2021-4;131;4;54;;1;2;2;0;43;12;18;23313;5,7;371
Romania;2021-5;132;4;52;;1;3;3;0;43;12;18;23313;5,7;371
Romania;2021-6;122;4;51;;1;4;3;1;43;12;18;23313;5,7;371
Romania;2021-7;124;4;50;;;5;3;2;43;12;18;23313;5,7;371
Romania;2021-8;128;3;49;;1;6;4;3;43;12;18;23313;5,7;371
Romania;2021-9;163;4;51;;1;8;4;3;43;12;18;23313;5,7;371
Romania;2021-10;192;4;54;;1;9;5;3;43;12;18;23313;5,7;371
Romania;2021-11;225;4;59;;1;10;7;4;43;12;18;23313;5,7;371
Romania;2021-12;279;5;66;;;12;8;4;43;12;18;23313;5,7;371
Romania;2021-13;292;6;70;;1;14;10;4;43;12;18;23313;5,7;371
Romania;2021-14;283;7;74;;1;16;10;6;43;12;18;23313;5,7;371
Romania;2021-15;242;8;77;;1;18;11;7;43;12;18;23313;5,7;371
Romania;2021-16;180;8;79;;1;20;13;8;43;12;18;23313;5,7;371
Romania;2021-17;131;9;74;;1;23;15;9;43;12;18;23313;5,7;371
Romania;2021-18;88;7;69;;1;26;17;10;43;12;18;23313;5,7;371
Romania;2021-19;64;5;59;;1;29;18;11;43;12;18;23313;5,7;371
Romania;2021-20;45;4;46;;1;33;20;13;43;12;18;23313;5,7;371
Slovakia;2021-1;614;10;;480;2;;;;41;9;15;30155;0,7;288
Slovakia;2021-2;497;15;;523;12;0;0;;41;9;15;30155;0,7;288
Slovakia;2021-3;458;15;;558;12;1;1;;41;9;15;30155;0,7;288
Slovakia;2021-4;309;14;;570;43;2;2;0;41;9;15;30155;0,7;288
Slovakia;2021-5;356;16;;598;44;2;2;0;41;9;15;30155;0,7;288
Slovakia;2021-6;355;15;;616;45;3;3;0;41;9;15;30155;0,7;288
Slovakia;2021-7;378;18;;641;56;5;4;1;41;9;15;30155;0,7;288
Slovakia;2021-8;372;16;;661;55;6;5;1;41;9;15;30155;0,7;288
Slovakia;2021-9;414;17;;674;56;8;5;2;41;9;15;30155;0,7;288
Slovakia;2021-10;414;17;;686;60;9;6;3;41;9;15;30155;0,7;288
Slovakia;2021-11;370;18;;670;60;11;7;4;41;9;15;30155;0,7;288
Slovakia;2021-12;306;14;;638;59;13;9;4;41;9;15;30155;0,7;288
Slovakia;2021-13;237;12;;599;58;16;11;5;41;9;15;30155;0,7;288
Slovakia;2021-14;200;14;;523;59;18;13;5;41;9;15;30155;0,7;288
Slovakia;2021-15;153;14;;461;52;20;15;5;41;9;15;30155;0,7;288
Slovakia;2021-16;127;15;;376;56;23;17;6;41;9;15;30155;0,7;288
Slovakia;2021-17;108;11;;295;55;26;18;7;41;9;15;30155;0,7;288
Slovakia;2021-18;85;7;;242;47;29;20;9;41;9;15;30155;0,7;288
Slovakia;2021-19;70;7;;197;29;32;22;10;41;9;15;30155;0,7;288
Slovakia;2021-20;53;6;;154;23;36;24;11;41;9;15;30155;0,7;288
Slovenia;2021-1;527;19;90;534;1;1;1;;45;13;19;31401;;153
Slovenia;2021-2;974;14;92;565;2;1;1;0;45;13;19;31401;;153
Slovenia;2021-3;690;11;95;591;2;2;2;0;45;13;19;31401;;153
Slovenia;2021-4;600;13;89;568;2;3;2;0;45;13;19;31401;;153
Slovenia;2021-5;591;11;86;540;2;3;3;1;45;13;19;31401;;153
Slovenia;2021-6;503;8;79;486;2;4;3;2;45;13;19;31401;;153
Slovenia;2021-7;409;6;76;415;2;5;3;2;45;13;19;31401;;153
Slovenia;2021-8;358;4;60;319;2;6;4;2;45;13;19;31401;;153
Slovenia;2021-9;362;5;49;265;2;8;5;3;45;13;19;31401;;153
Slovenia;2021-10;375;4;42;251;2;9;7;3;45;13;19;31401;;153
Slovenia;2021-11;328;3;43;230;2;11;8;4;45;13;19;31401;;153
Slovenia;2021-12;389;3;41;220;2;13;9;5;45;13;19;31401;;153
Slovenia;2021-13;449;3;49;239;3;15;10;5;45;13;19;31401;;153
Slovenia;2021-14;507;4;54;248;2;18;12;6;45;13;19;31401;;153
Slovenia;2021-15;449;3;63;279;2;21;15;6;45;13;19;31401;;153
Slovenia;2021-16;388;3;71;301;2;23;17;6;45;13;19;31401;;153
Slovenia;2021-17;345;3;75;304;2;27;19;8;45;13;19;31401;;153
Slovenia;2021-18;323;4;75;304;1;29;20;9;45;13;19;31401;;153
Slovenia;2021-19;308;2;68;271;2;33;22;11;45;13;19;31401;;153
Slovenia;2021-20;221;2;61;224;2;38;25;13;45;13;19;31401;;153
Spain;2021-1;0;0;;;;;;;46;14;19;34272;1;99
Spain;2021-2;373;3;48;304;;0;0;;46;14;19;34272;1;99
Spain;2021-3;617;4;59;390;;1;1;;46;14;19;34272;1;99
Spain;2021-4;756;6;77;542;;2;2;0;46;14;19;34272;1;99
Spain;2021-5;744;9;97;657;;3;3;0;46;14;19;34272;1;99
Spain;2021-6;608;9;104;647;;4;3;1;46;14;19;34272;1;99
Spain;2021-7;348;10;97;532;;5;3;2;46;14;19;34272;1;99
Spain;2021-8;236;7;84;396;;6;3;2;46;14;19;34272;1;99
Spain;2021-9;169;6;69;287;;7;4;3;46;14;19;34272;1;99
Spain;2021-10;-121;6;58;230;;9;6;3;46;14;19;34272;1;99
Spain;2021-11;106;3;50;195;;11;8;3;46;14;19;34272;1;99
Spain;2021-12;87;2;43;176;;12;9;4;46;14;19;34272;1;99
Spain;2021-13;131;6;40;168;;14;9;5;46;14;19;34272;1;99
Spain;2021-14;139;2;40;174;;17;11;6;46;14;19;34272;1;99
Spain;2021-15;142;2;43;199;;20;14;6;46;14;19;34272;1;99
Spain;2021-16;183;2;46;212;;25;18;7;46;14;19;34272;1;99
Spain;2021-17;187;2;49;218;;29;21;8;46;14;19;34272;1;99
Spain;2021-18;169;2;50;214;;33;24;9;46;14;19;34272;1;99
Spain;2021-19;132;2;48;197;;39;27;12;46;14;19;34272;1;99
Spain;2021-20;114;2;43;166;;44;31;14;46;14;19;34272;1;99
Sweden;2021-1;0;0;33;287;3;;;;41;13;20;46949;0,5;134
Sweden;2021-2;737;10;36;290;3;0;0;;41;13;20;46949;0,5;134
Sweden;2021-3;481;13;36;268;3;1;1;0;41;13;20;46949;0,5;134
Sweden;2021-4;335;10;32;229;3;1;1;0;41;13;20;46949;0,5;134
Sweden;2021-5;280;8;27;198;3;2;2;0;41;13;20;46949;0,5;134
Sweden;2021-6;299;7;25;163;3;3;3;0;41;13;20;46949;0,5;134
Sweden;2021-7;288;4;23;140;3;4;3;1;41;13;20;46949;0,5;134
Sweden;2021-8;322;3;22;129;3;5;4;2;41;13;20;46949;0,5;134
Sweden;2021-9;370;3;22;131;3;7;4;2;41;13;20;46949;0,5;134
Sweden;2021-10;391;3;23;140;4;8;5;3;41;13;20;46949;0,5;134
Sweden;2021-11;390;2;23;146;4;10;7;3;41;13;20;46949;0,5;134
Sweden;2021-12;449;2;26;158;4;12;9;4;41;13;20;46949;0,5;134
Sweden;2021-13;506;2;28;169;5;14;10;4;41;13;20;46949;0,5;134
Sweden;2021-14;469;1;31;182;5;16;11;5;41;13;20;46949;0,5;134
Sweden;2021-15;625;2;35;200;4;19;13;6;41;13;20;46949;0,5;134
Sweden;2021-16;605;2;39;212;5;;;;41;13;20;46949;0,5;134
Sweden;2021-17;540;2;40;213;5;27;20;7;41;13;20;46949;0,5;134
Sweden;2021-18;499;2;39;199;5;31;24;7;41;13;20;46949;0,5;134
Sweden;2021-19;484;2;40;182;5;35;27;8;41;13;20;46949;0,5;134
Sweden;2021-20;415;1;36;164;4;39;31;9;41;13;20;46949;0,5;134
